a.ns.e.starbucks.com,65.125.54.133
invoice.starbucks.com,199.233.179.97
ipm-cert.starbucks.com,98.99.250.173
ipm-dev.starbucks.com,98.99.250.166
ipm.starbucks.com,98.99.250.174
itsm.starbucks.com,98.99.254.211
jdsbeta.starbucks.com,98.99.248.55
jira.starbucks.com,98.99.254.68
jobs.starbucks.com,216.87.148.114
jss.starbucks.com,199.233.179.35
kdreq-a.starbucks.com,98.99.254.36
kdreq-v9-cert.starbucks.com,98.99.254.213
kdretail-v9-cert.starbucks.com,98.99.254.214
labaccess.starbucks.com,12.18.141.67
ldap.starbucks.com,98.99.250.57
learnandearn.starbucks.com,52.85.62.115
livingourvalues.starbucks.com,98.99.252.176
load.openapi.starbucks.com,52.202.62.42
load.parity.starbucks.com,52.205.34.206
loadfederate.starbucks.com,98.99.248.108
loadglobalassets.starbucks.com,104.69.63.236
loadglobalsecureui.starbucks.com,98.99.248.158
loadgreen.starbucks.com,98.99.248.57
loadsecureapi.starbucks.com,98.99.248.37
loadsecureui.starbucks.com,98.99.248.38
loadwww.starbucks.com,98.99.248.35
loyalty.starbucks.com,209.99.64.18
lp.starbucks.com,166.78.36.220
lyncdiscover.starbucks.com,199.233.179.60
mail-iad.starbucks.com,98.99.254.8
mail-kyn.starbucks.com,87.102.51.8
mail.starbucks.com,98.99.250.8
main-id-en.test.starbucks.com,23.41.213.209
mdm.starbucks.com,192.30.68.141
me.starbucks.com,216.87.148.114
media.scmdev.starbucks.com,98.99.254.231
meet.starbucks.com,199.233.179.60
meetme.starbucks.com,52.85.63.156
members.starbucks.com,52.85.62.73
mena.card.starbucks.com,168.187.79.8
mena.starbucks.com,168.187.252.143
merrymondays.starbucks.com,52.216.66.18
mexico.starbucks.com,216.87.148.114
mi.starbucks.com,12.18.141.60
microsite.starbucks.com,98.99.252.58
microstrategy.starbucks.com,199.233.179.62
mobile.starbucks.com,216.87.148.114
mobilecard.starbucks.com,216.87.148.114
mobility-us-az.starbucks.com,98.99.251.14
mobility-us-va.starbucks.com,98.99.255.13
mobility.starbucks.com,98.99.251.13
mobility1.starbucks.com,98.99.251.13
mobility2.starbucks.com,98.99.251.13
mobility4.starbucks.com,210.73.201.28
morestars.starbucks.com,216.87.148.114
mpi.starbucks.com,98.99.250.33
mrs1.starbucks.com,98.99.250.133
mrs2.starbucks.com,98.99.250.134
mrs3.starbucks.com,98.99.254.178
mrs4.starbucks.com,98.99.254.179
ms-sts.starbucks.com,98.99.254.59
msdev-sts.starbucks.com,98.99.250.50
mta864.e.starbucks.com,63.236.31.232
mta865.e.starbucks.com,63.236.31.233
mta960.e.starbucks.com,8.30.201.110
mta961.e.starbucks.com,8.30.201.111
mypartnerinfo-ext.starbucks.com,98.99.250.33
mysite-ec3.starbucks.com,98.99.252.94
mysite.starbucks.com,98.99.252.118
news.starbucks.com,162.209.67.126
newsassets.starbucks.com,94.31.29.128
newscdn.starbucks.com,94.31.29.128
o365.starbucks.com,98.99.252.179
oapi.starbucks.com,54.148.126.171
ocsp.starbucks.com,98.99.248.95
oem-omcs.starbucks.com,144.23.238.252
openapi.starbucks.com,54.171.160.14
opportunity.mena.starbucks.com,142.4.22.131
orchestra.starbucks.com,98.99.254.232
ordering-cert.starbucks.com,98.99.254.125
ordering-prod-a-profile.starbucks.com,98.99.250.109
ordering-prod-a.starbucks.com,98.99.250.107
ordering.starbucks.com,98.99.250.107
orderingcert.starbucks.com,98.99.254.125
orderingprofile.starbucks.com,98.99.250.109
orderingprofilecert.starbucks.com,98.99.250.23
origin-www.starbucks.com,107.162.135.91
orion.starbucks.com,199.233.179.62
outlook.starbucks.com,98.99.254.66
outlookaddin.starbucks.com,98.99.252.179
owa.starbucks.com,98.99.252.118
pages.scmdev.starbucks.com,98.99.254.231
partner-ec3.starbucks.com,98.99.252.94
partner.starbucks.com,98.99.252.118
passport.starbucks.com,8.247.31.218
pegasus.starbucks.com,104.45.154.200
phantom.starbucks.com,98.99.254.217
philippines.starbucks.com,216.87.148.114
play.starbucks.com,23.66.23.96
pledge5.starbucks.com,216.87.148.114
portal.starbucks.com,192.237.142.31
preview.cert.starbucks.com,23.41.223.83
preview.starbucks.com,104.123.105.42
previewczcs.starbucks.com,98.99.252.65
prod.parity.starbucks.com,54.165.189.245
prodcdhapps-oid.starbucks.com,144.23.238.133
prodcdhapps.starbucks.com,144.23.238.114
prodcrmapps-oid.starbucks.com,144.23.241.232
prodcrmasp-dr.starbucks.com,148.87.231.55
prodcrmasp.starbucks.com,144.23.239.2
prodcrmpospa1-dr.starbucks.com,148.87.129.140
prodcrmpospa1.starbucks.com,144.23.238.236
prodcrmpospa2-dr.starbucks.com,148.87.129.141
prodcrmpospa2.starbucks.com,144.23.238.237
prodedqapps.starbucks.com,144.23.238.157
prodltycrmapps-dr.starbucks.com,148.87.129.87
prodltycrmapps.starbucks.com,144.23.238.179
prodltyupg-dr.starbucks.com,148.87.129.95
prodpospa1.starbucks.com,144.23.238.25
prodpospa2.starbucks.com,144.23.238.26
produpgpospa1-dr.starbucks.com,148.87.129.136
produpgpospa1.starbucks.com,144.23.238.234
produpgpospa2-dr.starbucks.com,148.87.129.137
produpgpospa2.starbucks.com,144.23.238.235
promotions.starbucks.com,52.206.82.161
psl.starbucks.com,216.87.148.114
psv.openapi.starbucks.com,204.236.132.208
pwss.starbucks.com,98.99.250.6
quality.starbucks.com,166.78.36.220
ra.starbucks.com,12.18.141.66
raw.scmdev.starbucks.com,98.99.254.231
red.starbucks.com,216.87.148.114
redeemtweet.starbucks.com,107.162.135.91
redeemtweetauth.starbucks.com,72.32.43.234
refer.starbucks.com,52.72.197.37
reg.e.starbucks.com,207.251.96.80
relay.starbucks.com,98.99.254.28
relaycert.starbucks.com,98.99.254.29
relayprojtest.starbucks.com,98.99.254.30
remote.starbucks.com,216.87.148.114
render.scmdev.starbucks.com,98.99.254.231
reply.scmdev.starbucks.com,98.99.254.231
reportmid-v9-cert.starbucks.com,98.99.250.177
retail-ec3.starbucks.com,98.99.252.94
retail-level-3.starbucks.com,98.99.254.113
retail-training-videos.starbucks.com,98.99.254.151
retail.starbucks.com,98.99.252.118
retailwebaccess.starbucks.com,98.99.248.162
retailwebaccesschd.starbucks.com,98.99.248.162
retailwebaccessemea.starbucks.com,87.102.51.14
retailwebaccessiad.starbucks.com,98.99.252.162
retailwebapps.starbucks.com,98.99.248.112
retailwebappschd.starbucks.com,98.99.248.112
retailwebappsemea.starbucks.com,87.102.51.13
retailwebappsiad.starbucks.com,98.99.252.136
reviews.starbucks.com,92.122.122.144
rewards.www.starbucks.com,107.162.135.91
roastery.starbucks.com,8.253.91.254
rsi-rlp.starbucks.com,74.118.74.130
rsi-rv.starbucks.com,74.118.74.130
rsi-wat.starbucks.com,74.118.74.130
rsi.starbucks.com,74.118.74.130
sbuxhost100.starbucks.com,199.233.178.252
sbuxhost101.starbucks.com,199.233.179.252
sccmmp.starbucks.com,204.238.150.76
scm.starbucks.com,98.99.254.230
scmdev.starbucks.com,98.99.254.231
sdlgreen.starbucks.com,98.99.252.176
sdrc.starbucks.com,166.78.207.128
search-ec3.starbucks.com,98.99.252.94
search.starbucks.com,98.99.252.118
secureapi.starbucks.com,98.99.252.78
securehost.openapi.starbucks.com,98.99.252.80
secureui.starbucks.com,98.99.252.79
secureui2.starbucks.com,98.99.252.79
selfservice.starbucks.com,98.99.254.203
sentry.starbucks.com,12.18.141.26
servicedesk.starbucks.com,98.99.254.39
sgsmsupplier.starbucks.com,185.11.125.6
sgsmsuppliertest.starbucks.com,185.11.125.6
share.starbucks.com,69.28.231.168
sip.starbucks.com,199.233.179.46
smsmp.starbucks.com,199.233.179.122
soa-prod.starbucks.com,98.99.254.158
soa-test.starbucks.com,98.99.254.159
solutions.starbucks.com,4.34.33.26
sorry.starbucks.com,98.99.252.67
spectrum-cert.starbucks.com,188.226.135.179
spectrum-dev.scm.starbucks.com,98.99.254.230
spectrum-dev.starbucks.com,188.226.135.179
splunk.starbucks.com,204.238.150.13
sslvpn.starbucks.com,204.238.150.49
sso-cert-group.starbucks.com,98.99.254.31
sso-group.starbucks.com,98.99.254.32
sso-group0.starbucks.com,98.99.254.61
sso-group2.starbucks.com,98.99.254.63
stage-psv.openapi.starbucks.com,50.18.105.90
stage.openapi.starbucks.com,52.51.254.113
stage.parity.starbucks.com,34.202.76.193
stageapi.starbucks.com,98.99.252.36
stageaten.starbucks.com,98.99.252.42
stagecaenstore.starbucks.com,107.150.141.161
stagecafrstore.starbucks.com,207.223.245.192
stagededestore.starbucks.com,207.223.245.192
stagedeenstore.starbucks.com,107.150.141.161
stagefederate.starbucks.com,98.99.252.9
stagefrenstore.starbucks.com,107.150.141.161
stagefrfrstore.starbucks.com,207.223.245.192
stageglobalassets.starbucks.com,104.69.63.236
stageglobalsecureui.starbucks.com,98.99.252.192
stagesecureapi-iad.starbucks.com,98.99.252.43
stagesecureapi.starbucks.com,98.99.252.43
stagesecurehost-iad.openapi.starbucks.com,98.99.252.45
stagesecurehost.openapi.starbucks.com,98.99.252.45
stagesecureui-iad.starbucks.com,98.99.252.44
stagesecureui.starbucks.com,98.99.252.44
stagestore.starbucks.com,107.150.141.161
stageuken.starbucks.com,98.99.252.42
stageukenstore.starbucks.com,207.223.245.192
stageusenstore.starbucks.com,107.150.141.161
stagewcmsvcs.starbucks.com,98.99.252.41
starbucks.com,107.162.135.91
stars.starbucks.com,216.87.148.114
store.starbucks.com,107.150.141.169
storelink-owa.starbucks.com,40.76.18.99
storelink.starbucks.com,13.92.132.112
sts-vis-cloud1-iad.starbucks.com,98.99.252.173
sts-vis-cloud1.starbucks.com,98.99.252.173
sts-vis-cloud3-iad.starbucks.com,98.99.252.175
sts-vis-cloud3.starbucks.com,98.99.252.175
sts-vis-dev-cloud1.starbucks.com,98.99.252.167
sts-vis-dev-cloud2.starbucks.com,98.99.252.168
sts-vis-dev-cloud3.starbucks.com,98.99.252.169
sts-vis-dev-cloud4.starbucks.com,98.99.252.183
sts-vis.starbucks.com,98.99.254.32
sts-vis1.starbucks.com,98.99.254.62
sumatra.starbucks.com,98.99.252.82
summer.starbucks.com,216.87.148.114
sus.starbucks.com,98.99.248.48
svcgatewaydevus.starbucks.com,13.90.87.78
svcgatewayloadus.starbucks.com,13.82.189.7
svcgatewaytestus.starbucks.com,13.82.232.243
tea.starbucks.com,74.217.15.130
teams-ec3.starbucks.com,98.99.252.94
teams.starbucks.com,98.99.252.118
test-psv.openapi.starbucks.com,184.169.144.187
test.developer.starbucks.com,192.237.225.148
test.openapi.starbucks.com,52.51.254.113
test.parity.starbucks.com,54.236.112.173
test1-iad.starbucks.com,98.99.252.1
test1.openapi.starbucks.com,52.202.62.22
test10.openapi.starbucks.com,52.202.62.56
test11.openapi.starbucks.com,52.202.62.56
test12.openapi.starbucks.com,52.202.61.221
test13.openapi.starbucks.com,52.202.62.80
test14.openapi.starbucks.com,54.229.3.8
test14federate.starbucks.com,98.99.250.143
test15.openapi.starbucks.com,52.202.62.56
test16.openapi.starbucks.com,52.202.62.80
test17.openapi.starbucks.com,52.202.61.221
test18.openapi.starbucks.com,52.202.62.56
test19.openapi.starbucks.com,52.202.61.221
test1www.starbucks.com,98.99.252.1
test2.openapi.starbucks.com,52.202.62.22
test20.openapi.starbucks.com,52.202.62.56
test3.openapi.starbucks.com,52.202.62.80
test3www.starbucks.com,98.99.252.25
test4.openapi.starbucks.com,52.202.62.80
test4www.starbucks.com,98.99.252.27
test5.openapi.starbucks.com,52.202.62.22
test6.openapi.starbucks.com,52.202.62.80
test7.openapi.starbucks.com,52.202.62.22
test8-iad.starbucks.com,98.99.252.140
test8.openapi.starbucks.com,52.202.62.22
test8www.starbucks.com,98.99.252.140
test9.openapi.starbucks.com,52.202.62.56
test9federate.starbucks.com,98.99.252.98
testapi.starbucks.com,98.99.252.12
testassets.starbucks.com,92.122.122.154
testblogs.starbucks.com,204.238.150.89
testcaen.starbucks.com,107.162.133.207
testcafr.starbucks.com,107.162.133.207
testcardmobile.starbucks.com,216.87.148.114
testcdhapps-oid.starbucks.com,144.23.238.68
testcdhapps.starbucks.com,144.23.238.67
testconnect.starbucks.com,204.238.150.90
testdesktop.starbucks.com,98.99.250.89
testedqapps.starbucks.com,144.23.238.151
testfederate.starbucks.com,98.99.252.110
testfrfr.starbucks.com,107.162.133.207
testglobalassets.starbucks.com,104.69.63.236
testhost.openapi.starbucks.com,98.99.252.16
testltycrmapps.starbucks.com,148.87.129.46
testsecureapi.starbucks.com,98.99.252.17
testsecurehost.openapi.starbucks.com,98.99.252.18
teststore.starbucks.com,104.17.235.193
teststorelanding.starbucks.com,98.99.252.87
testuken.starbucks.com,107.162.133.207
testusen.starbucks.com,107.162.133.207
testusen7store.starbucks.com,70.42.143.93
testwcmsvcs.starbucks.com,98.99.252.20
testweb.starbucks.com,98.99.252.159
testwebsvcs.starbucks.com,98.99.252.21
testwww.starbucks.com,107.162.133.207
toolshub-ec3.starbucks.com,98.99.252.94
trace-api-cert.starbucks.com,104.42.224.251
trace-api-dev.starbucks.com,13.64.251.129
trace-api-psdev.starbucks.com,52.191.138.116
trace-api-systest.starbucks.com,52.229.32.183
trace-api.starbucks.com,52.183.127.32
trace-cert.starbucks.com,52.229.30.210
trace-dev.starbucks.com,40.112.216.189
trace-psdev.starbucks.com,52.229.30.210
trace-systest.starbucks.com,52.229.30.210
trace.starbucks.com,52.175.202.25
tsticommerceagent.starbucks.com,12.18.76.132
txnapp-v9-cert.starbucks.com,98.99.250.179
txnmid-a-v9.starbucks.com,98.99.254.211
txnmid-v9-cert.starbucks.com,98.99.250.175
uploads.scmdev.starbucks.com,98.99.254.231
upstanders.starbucks.com,64.15.184.14
vendors.starbucks.com,98.99.252.34
verde.starbucks.com,98.99.254.90
via.starbucks.com,98.129.229.236
vidm-dev.starbucks.com,98.99.254.138
vidm-test.starbucks.com,98.99.254.137
vidm.starbucks.com,98.99.254.136
wcmsvcs.starbucks.com,98.99.252.69
webappscap.starbucks.com,210.73.201.23
webmail.starbucks.com,98.99.250.8
wfmnapay.starbucks.com,52.176.6.37
wfmnapayct.starbucks.com,23.99.206.151
wfmnapaydv.starbucks.com,40.86.96.177
wfmnapaypc.starbucks.com,40.86.99.202
wfmnapayps.starbucks.com,52.176.6.37
wfmnapayst.starbucks.com,40.86.86.144
wfmnapim.starbucks.com,52.176.6.37
wfmnapimct.starbucks.com,23.99.206.151
wfmnapimpc.starbucks.com,40.86.99.202
wfmnapimps.starbucks.com,52.176.6.37
wfmnapimst.starbucks.com,40.86.86.144
wfmnapos.starbucks.com,52.176.6.37
wfmnaposct.starbucks.com,23.99.206.151
wfmnaposdv.starbucks.com,40.86.96.177
wfmnapospc.starbucks.com,40.86.99.202
wfmnaposps.starbucks.com,52.176.6.37
wfmnaposst.starbucks.com,40.86.86.144
wfmnaptn.starbucks.com,52.176.6.37
wfmnaptnct.starbucks.com,23.99.206.151
wfmnaptndv.starbucks.com,40.86.96.177
wfmnaptnpc.starbucks.com,40.86.99.202
wfmnaptnps.starbucks.com,52.176.6.37
wfmnaptnst.starbucks.com,40.86.86.144
wifiaccept.starbucks.com,107.162.135.91
win.mena.starbucks.com,91.246.14.38
www.me.starbucks.com,216.87.148.114
www.mena.starbucks.com,168.187.252.143
www.solutions.starbucks.com,4.34.33.26
www.starbucks.com,107.162.135.91
www2.starbucks.com,207.76.137.99
wwwstage.starbucks.com,98.99.252.42
xss.starbucks.com,98.99.254.104
